637	1.543
78	0.025
136	0.06
3	0.001
30	0.003
171	0.093
1088	5.208
8550	1113.667
50	0.008
3410	93.588
1508	11.126
704	1.848
724	1.977
157	0.077
4	0.001
37	0.004
31	0.004
14	0.002
1	0.0
142	0.067
264	0.224
106	0.036
258	0.211
260	0.221
4	0.001
44	0.007
1355	9.486
1008	4.359
5	0.0
4905	271.424
2	0.0
2653	47.44
3	0.0
144	0.077
786	2.51
610	1.356
637	1.475
692	1.841
610	1.315
637	1.454
692	1.865
637	1.461
162	0.084
557	1.092
692	1.661
557	1.027
564	0.837
92	0.025
78	0.021
113	0.042
78	0.02
38	0.005
75	0.017
113	0.039
75	0.017
66	0.01
42	0.007
136	0.06
65	0.013
136	0.059
80	0.021
157	0.077
65	0.012
157	0.079
96	0.024
56	0.01
30	0.003
22	0.002
30	0.003
22	0.002
204	0.128
171	0.096
171	0.093
171	0.096
76	0.018
163	0.085
171	0.094
163	0.083
50	0.005
818	2.77
1088	5.338
1312	9.196
1088	5.338
436	0.679
1158	6.357
1312	8.539
1158	6.572
1120	5.391
5578	339.22
8550	1046.458
6637	590.332
8550	1070.213
2072	26.756
5795	426.593
6637	629.551
5795	435.67
3320	88.976
40	0.004
50	0.01
70	0.018
50	0.008
14	0.001
20	0.001
70	0.016
20	0.002
2162	28.779
3410	94.784
3336	95.033
3410	96.209
1030	4.906
2968	71.646
3336	94.732
2968	69.498
2568	43.268
1700	14.736
1508	11.216
1594	14.505
1508	11.586
344	0.414
977	4.152
1594	13.467
977	4.037
600	1.025
626	1.474
704	1.98
619	1.572
704	1.993
206	0.14
490	0.876
619	1.441
490	0.845
398	0.447
456	0.754
724	2.127
741	2.36
724	2.091
302	0.325
788	2.567
741	2.205
788	2.509
430	0.52
172	0.088
157	0.081
253	0.202
157	0.081
54	0.009
180	0.102
253	0.2
180	0.101
248	0.174
22	0.002
37	0.005
30	0.003
37	0.004
22	0.002
31	0.003
48	0.008
31	0.003
16	0.001
32	0.003
48	0.007
32	0.003
12	0.0
14	0.0
14	0.0
20	0.001
14	0.0
190	0.11
142	0.065
172	0.102
142	0.083
24	0.002
115	0.037
172	0.091
115	0.05
168	0.098
186	0.108
264	0.235
386	0.519
264	0.237
114	0.045
354	0.426
386	0.495
354	0.417
370	0.354
140	0.061
106	0.037
147	0.074
106	0.036
288	0.271
258	0.224
310	0.342
258	0.219
76	0.018
213	0.149
310	0.306
213	0.142
324	0.271
210	0.14
260	0.227
188	0.122
260	0.223
178	0.104
193	0.122
188	0.111
193	0.121
224	0.123
36	0.004
44	0.006
43	0.006
44	0.006
32	0.003
39	0.005
43	0.005
39	0.005
50	0.005
1418	10.196
1355	8.811
2026	25.035
1355	8.969
504	0.959
1490	11.899
2026	25.333
1490	11.912
1756	16.659
484	0.855
1008	4.663
625	1.618
1008	4.583
152	0.077
497	0.982
625	1.537
497	0.921
332	0.289
4246	161.96
4905	232.655
6422	535.096
4905	235.137
1238	7.574
4423	203.739
6422	579.897
4423	205.738
3848	125.852
1676	14.643
2653	46.231
2549	46.842
2653	45.592
700	1.959
2390	37.723
2549	45.528
2390	39.665
1436	9.696
126	0.046
144	0.067
138	0.059
144	0.068
46	0.007
119	0.041
138	0.057
119	0.042
82	0.015
854	3.023
786	2.57
1206	6.658
786	2.617
304	0.319
863	3.083
1206	6.724
863	3.061
868	2.652
9262	1299.377
18980	12177.17
17294	9494.577
18980	11986.62
9262	2522.843
